TRANSCATION_ID,ACCOUNT_ID,TRANSCATION_DATE,TRANSCATION_MEDIA,TRANSCATION_TYPE,TRANSCATION_AMOUNT
T01856,,2022-03-05,,,89701
T01857,A00654,2014-10-11,Credit_Card,,12834
T01858,A00017,2018-03-23,Credit_Card,Withdrawal,96007
T01859,A00721,null,Cash,Purchase,18830
T01860,A00313,null,Check,Deposit,65286
T01861,A00706,2021-12-24,Cash,Withdrawal,null
T01862,A00760,2020-06-11,Cash,Withdrawal,13311
T01863,A00848,2017-07-22,Check,Purchase,29217
T01864,A00179,null,Check,Purchase,79758
T01865,A00276,2020-01-24,,,12701
,A00693,null,Credit_Card,Deposit,17679
T01867,A00217,2018-01-13,Check,Purchase,75161
T01868,A00510,2017-01-27,Debit_Card,Deposit,30543
T01869,A00599,2016-03-29,Credit_Card,Withdrawal,47148
T01870,A00953,2018-01-28,Check,Transfer,10137
T01871,A00836,2018-07-09,Debit_Card,Deposit,36071
,A00291,2019-09-01,Cash,Deposit,11342
T01873,A00338,2014-12-06,Debit_Card,Transfer,79851
T01874,A00155,2021-09-17,Debit_Card,,82560
T01875,A00540,2021-12-24,Debit_Card,Purchase,35560
T01876,A00279,2016-11-22,Cash,Withdrawal,56698
T01877,A00540,2021-06-12,Debit_Card,Deposit,8739
T01878,A00217,2014-12-04,Credit_Card,Withdrawal,354
T01879,A00495,2022-05-25,,Transfer,16036
T01880,A00302,2014-09-03,Cash,Transfer,91063
,A00748,2020-07-27,Debit_Card,Withdrawal,97629
T01882,A00454,2017-07-19,Credit_Card,Deposit,55810
T01883,A00268,2021-09-15,Cash,Transfer,7445
,A00879,2021-01-22,,,33418
,A00736,2016-06-22,Credit_Card,Transfer,95856
T01886,A00764,2020-04-12,Cash,Deposit,17131
T01887,A00011,2022-06-19,Cash,Deposit,1385
,A00199,2023-01-16,Credit_Card,Transfer,68524
T01889,A00497,null,Credit_Card,Deposit,null
T01890,A00028,2017-04-25,,Transfer,451
T01891,A00311,2020-05-06,Cash,Transfer,28096
T01892,A00662,2021-01-09,,Purchase,null
,A00028,2022-10-11,Debit_Card,Purchase,91218
T01894,A00294,2014-09-13,Credit_Card,Withdrawal,96909
T01895,A00370,2023-04-29,Cash,Withdrawal,74723
T01896,A00703,2021-09-30,,Deposit,59573
T01897,A00745,2022-01-16,Credit_Card,Transfer,22699
T01898,A00988,2021-05-29,Cash,Deposit,19048
T01899,A00462,2014-12-06,Cash,Deposit,77450
T01900,,2017-04-05,Cash,Withdrawal,9156
T01901,A00411,null,Cash,Deposit,62393
T01902,A00479,2020-04-17,Check,,22232
T01903,A00616,2018-10-20,Debit_Card,Deposit,84548
T01904,A00833,2018-10-18,Debit_Card,Withdrawal,54751
T01905,A00027,2019-05-10,Debit_Card,Withdrawal,97331
T01906,A00847,2015-04-14,Cash,Transfer,87876
T01907,A00739,2013-10-16,,Deposit,78672
T01908,A00955,2017-11-25,Debit_Card,Deposit,4443
T01909,A00632,2016-02-11,Cash,Deposit,1273
T01910,A00216,2019-01-22,Credit_Card,Transfer,37108
T01911,A00367,null,Debit_Card,,68267
T01912,A00025,2016-01-10,Credit_Card,Transfer,72646
T01913,A00380,2015-03-21,Debit_Card,Deposit,45720
T01914,,2015-11-27,Debit_Card,Purchase,null
T01915,A00339,2016-04-10,Credit_Card,Withdrawal,39365
T01916,A00325,2021-11-17,Credit_Card,Deposit,null
T01917,A00985,2018-04-20,Debit_Card,Withdrawal,51673
T01918,A00353,2023-05-01,Credit_Card,Withdrawal,91953
T01919,A00446,2017-07-30,Debit_Card,Purchase,27948
T01920,A00762,2020-10-16,Debit_Card,,74810
T01921,A00042,2016-02-07,Cash,,18088
T01922,,2017-01-01,Credit_Card,Deposit,90799
T01923,A00052,2021-05-16,,Withdrawal,13476
T01924,,2017-05-10,Cash,Purchase,32348
T01925,A00767,2013-12-09,Credit_Card,Transfer,48879
T01926,A00835,2020-07-03,Credit_Card,Deposit,83865
T01927,A00704,2022-10-23,Check,,5604
T01928,A00064,2023-04-25,Check,Withdrawal,58442
T01929,A00655,2020-09-03,Check,Withdrawal,1954
,,2019-07-20,,Withdrawal,2416
T01931,A00638,2016-07-10,Credit_Card,Transfer,9259
T01932,,2019-03-09,Cash,Transfer,null
T01933,A00701,2015-10-24,Debit_Card,Transfer,25642
,A00544,2021-12-16,Cash,Transfer,21128
T01935,A00206,2020-12-17,Check,Withdrawal,69261
T01936,A00978,2021-04-17,Debit_Card,,63642
T01937,A00976,2023-02-11,Cash,Purchase,9465
T01938,A00255,2021-05-15,Check,Deposit,15915
T01939,A00050,2019-08-25,Check,Transfer,66724
T01940,A00134,2016-11-02,Credit_Card,Purchase,23173
T01941,A00125,2018-05-15,Debit_Card,Withdrawal,53157
T01942,A00539,2021-10-23,Check,Deposit,1812
T01943,A00675,2017-09-03,Credit_Card,Withdrawal,64583
T01944,A00857,2015-09-20,Credit_Card,,49316
T01945,A00405,2013-11-30,Cash,Transfer,null
T01946,A00297,2014-12-24,Debit_Card,Purchase,68578
T01947,A00118,2013-10-16,Cash,Purchase,24396
T01948,,null,Cash,Deposit,73744
T01949,A00350,2015-08-20,Check,Purchase,51587
T01950,,2022-03-04,Check,Purchase,81517
T01951,A00731,2015-07-12,Credit_Card,Withdrawal,null
T01952,A00151,2020-11-03,Credit_Card,Withdrawal,null
,A00849,2019-04-25,Check,Withdrawal,47115
T01954,A00212,2015-06-19,Cash,Transfer,574
T01955,A00885,2016-03-17,Debit_Card,Transfer,5794
T01956,,2014-04-05,Cash,Purchase,96295
T01957,A00067,null,Debit_Card,Transfer,88867
T01958,A00688,2020-07-12,Debit_Card,Purchase,55852
,A00783,2018-06-16,Cash,Purchase,65354
T01960,A00506,2017-05-25,Debit_Card,,15627
T01961,A00414,2018-06-02,Debit_Card,Withdrawal,57802
T01962,A00789,2021-09-20,Check,Purchase,77297
,A00492,2015-07-28,Check,Deposit,91084
T01964,A01000,2016-02-19,Cash,Purchase,88577
T01965,A00456,2022-01-24,Check,Transfer,50057
T01966,A00287,2019-12-21,Check,Withdrawal,null
T01967,,2017-09-26,Cash,Withdrawal,82781
,,null,Credit_Card,Purchase,32715
T01969,A00307,2016-08-24,Debit_Card,,86634
T01970,A00897,2013-10-25,Check,Transfer,86228
T01971,A00410,null,,Purchase,71589
T01972,A00009,2020-01-20,Credit_Card,Purchase,41798
T01973,A00521,2016-07-18,Credit_Card,Transfer,81254
T01974,A00188,2021-04-09,Cash,Deposit,null
T01975,A00127,2018-08-29,Credit_Card,Purchase,43508
T01976,A00323,2020-09-29,Debit_Card,Purchase,47845
T01977,A00780,2019-03-20,Debit_Card,Withdrawal,6968
T01978,A00664,null,Debit_Card,Transfer,29015
T01979,A00627,2018-09-27,Debit_Card,Withdrawal,33861
,A00437,2018-11-30,Debit_Card,Withdrawal,93014
T01981,A00116,2018-02-28,Check,Transfer,64333
T01982,A00352,2014-02-05,Credit_Card,Withdrawal,71425
T01983,A00371,2018-10-14,Check,Deposit,54264
T01984,A00109,2021-10-15,Debit_Card,Deposit,10213
T01985,A00079,2023-07-17,Check,Withdrawal,44118
T01986,A00642,2021-09-04,Debit_Card,Transfer,1720
T01987,A00158,2023-08-14,Credit_Card,Withdrawal,62987
T01988,A00450,2018-02-26,,Transfer,10167
T01989,A00768,2015-08-29,Check,Purchase,44836
T01990,A00470,2016-02-01,Debit_Card,Purchase,14019
T01991,A00992,2020-02-24,Cash,Withdrawal,71327
,,null,Check,Purchase,21608
T01993,A00890,2014-05-21,Credit_Card,Deposit,42416
T01994,A00696,2015-02-19,Check,Withdrawal,76079
T01995,A00309,2014-10-30,Debit_Card,Deposit,44210
T01996,A00778,null,,Transfer,58140
T01997,,2016-07-11,Credit_Card,Withdrawal,80036
T01998,,2014-03-08,Credit_Card,Deposit,9068
T01999,A00701,2019-12-22,Cash,Withdrawal,59876
T02000,A00467,null,Cash,Deposit,29749
T02001,A00727,2015-02-23,Cash,Deposit,22322
T02002,A00645,2020-08-12,Cash,Withdrawal,82187
T02003,A00425,2014-08-22,Credit_Card,Purchase,8080
T02004,A00395,2014-07-22,Debit_Card,Withdrawal,290
T02005,A00308,null,,Withdrawal,5008
T02006,A00307,2015-08-14,,Withdrawal,56301
,A00808,2015-06-07,Credit_Card,Transfer,12522
T02008,A00870,2019-11-28,Check,Withdrawal,80208
T02009,A00186,2020-09-13,Cash,Purchase,53803
T02010,A00197,2021-07-10,Cash,Deposit,null
T02011,A00196,2023-07-17,Credit_Card,Withdrawal,88764
T02012,A00140,2021-06-23,Cash,Purchase,53168
,A00302,null,Credit_Card,Transfer,91356
T02014,,2015-04-23,Debit_Card,Withdrawal,46177
T02015,A00441,2017-11-27,Cash,Withdrawal,36448
T02016,A00870,2023-03-11,Credit_Card,Deposit,69484
T02017,A00066,2022-10-06,,Withdrawal,86370
T02018,,2015-06-08,Debit_Card,Withdrawal,48136
T02019,A00789,2014-04-21,,Withdrawal,36635
T02020,,2022-12-13,Credit_Card,Deposit,21923
T02021,A00272,2020-06-10,,Withdrawal,49365
T02022,A00366,null,Credit_Card,Transfer,25353
T02023,A00129,null,Check,Transfer,44867
T02024,A00835,2015-05-24,Debit_Card,Withdrawal,7933
T02025,A00210,2019-09-27,Credit_Card,Withdrawal,58035
T02026,,2019-03-18,Debit_Card,Deposit,71352
T02027,A00123,2016-12-12,Credit_Card,Transfer,62950
T02028,A00430,null,Check,,9605
T02029,A00106,2022-09-29,Check,Deposit,null
T02030,A00711,2018-01-07,Credit_Card,Withdrawal,54237
T02031,A00146,2015-12-13,Credit_Card,,11175
,A00114,2022-09-19,,Deposit,58641
T02033,A00032,2020-07-17,Debit_Card,Purchase,41036
T02034,,2014-10-28,Credit_Card,Transfer,11157
T02035,A00659,2018-04-14,Credit_Card,Transfer,87388
T02036,A00480,null,Credit_Card,Deposit,null
T02037,A00923,2015-06-09,Cash,Withdrawal,61904
T02038,A00696,2019-04-09,Check,Purchase,72091
,A00779,2018-03-19,Credit_Card,Deposit,34946
T02040,A00975,2017-07-08,Check,Purchase,65071
T02041,A00480,2014-01-16,Credit_Card,Withdrawal,7045
T02042,A00142,null,Debit_Card,Purchase,10643
T02043,A00536,2016-03-30,Credit_Card,Purchase,71332
T02044,A00087,2014-02-06,Credit_Card,Transfer,50491
T02045,A00669,2022-05-14,Credit_Card,Withdrawal,80434
T02046,A00808,2022-09-07,Cash,Deposit,2881
T02047,A00523,2023-06-18,Cash,Purchase,59541
T02048,A00119,2019-12-17,Debit_Card,Withdrawal,36518
T02049,A00351,2018-02-12,,Transfer,83833
T02050,A00015,2019-08-19,Cash,Purchase,22694
T02051,A00401,2020-03-14,Cash,Deposit,82106
T02052,A00125,2013-10-18,Credit_Card,Deposit,1619
T02053,A00072,2019-05-30,Credit_Card,Transfer,59813
T02054,A00127,2021-02-22,Credit_Card,Purchase,55354
T02055,A00484,2022-04-26,Check,Purchase,34438
T02056,A00513,2015-11-18,Debit_Card,Withdrawal,99795
T02057,,null,Cash,Deposit,58986
,A00985,2023-04-28,Credit_Card,Withdrawal,null
T02059,A00088,2018-03-15,Cash,Withdrawal,86157
T02060,A00452,2015-01-25,Credit_Card,Transfer,27700
T02061,,2015-06-19,Cash,Deposit,93524
T02062,A00942,2022-07-03,Credit_Card,Withdrawal,51426
T02063,A00262,null,Debit_Card,Purchase,76588
T02064,A00620,2018-01-19,Cash,Deposit,null
T02065,A00139,null,Credit_Card,Purchase,79307
T02066,A00608,2017-03-18,Check,Purchase,84445
T02067,,2015-02-13,Check,Deposit,37919
,A00512,2020-01-12,,Transfer,44105
,A00999,2016-12-24,Debit_Card,Withdrawal,null
T02070,A00146,2019-10-02,Check,Purchase,71031
T02071,A00899,2021-09-27,Cash,Transfer,null
T02072,A00528,null,Credit_Card,,87714
,A00084,2014-09-09,Credit_Card,,55161
T02074,A00783,2017-05-08,Credit_Card,Purchase,53209
T02075,A00409,2020-09-29,,Purchase,73569
T02076,A00149,2014-03-20,Check,Purchase,28568
T02077,A00359,2018-12-06,Check,Purchase,81775
T02078,,2019-10-28,Cash,Purchase,44402
T02079,A00534,2021-07-20,Debit_Card,Transfer,null
,A00108,2019-10-08,Check,Purchase,null
T02081,A00888,2016-08-02,Check,Purchase,null
T02082,A00586,2021-07-01,Debit_Card,Deposit,15947
,A00153,2017-03-29,,Transfer,1794
T02084,A00733,2015-08-06,Credit_Card,Deposit,null
,A00640,2020-11-07,Cash,,null
T02086,A00629,2014-02-23,Debit_Card,Purchase,24976
T02087,A00298,2014-11-17,Cash,Withdrawal,27454
T02088,A00017,2020-10-18,Check,Transfer,76240
T02089,A00136,2021-01-13,Credit_Card,Deposit,34743
,,2015-07-08,Credit_Card,Withdrawal,53778
T02091,A00723,2021-08-04,Debit_Card,Transfer,null
T02092,A00749,2015-01-08,Credit_Card,Transfer,84304
T02093,A00829,2013-10-28,Check,Transfer,61486
T02094,A00050,null,Debit_Card,Transfer,21943
T02095,A00910,2016-06-13,Cash,Transfer,67324
T02096,A00095,2017-10-06,Check,Purchase,8934
T02097,,2014-06-21,Credit_Card,Deposit,70610
,A00308,2014-11-24,Check,Deposit,null
,A00279,2021-05-16,Debit_Card,,87641
T02100,A00088,2017-11-27,Debit_Card,Withdrawal,72119
T02101,A00765,2017-11-08,Cash,Withdrawal,57252
T02102,A00874,null,Credit_Card,Deposit,30449
T02103,A00336,2022-03-02,,Deposit,null
T02104,,2018-09-18,Debit_Card,Purchase,null
T02105,A00141,2014-02-16,Check,Purchase,96844
T02106,A00470,2019-08-25,Check,Purchase,57031
T02107,,2022-12-25,Check,,null
T02108,A00560,2021-12-14,Credit_Card,Purchase,20952
T02109,A00404,2014-11-28,Cash,,46272
T02110,A00727,2023-01-13,Cash,,97069
T02111,A00299,2015-02-19,Debit_Card,Transfer,24501
T02112,A00263,null,Cash,Purchase,50844
T02113,A00169,2019-10-01,Debit_Card,Purchase,91588
T02114,A00308,2021-04-05,Debit_Card,Withdrawal,85674
T02115,A00876,2018-03-24,Check,Deposit,22117
T02116,A00020,2016-06-28,Debit_Card,Withdrawal,42523
T02117,A00533,2023-01-17,Cash,Deposit,98614
T02118,A00576,null,Credit_Card,,53485
T02119,A00728,2017-06-07,,Deposit,33270
T02120,A00465,2020-12-18,Debit_Card,Withdrawal,36547
T02121,A00521,2017-09-04,Debit_Card,Purchase,14117
T02122,A00563,2023-07-09,Check,Deposit,93824
T02123,A00917,2017-08-31,Check,Purchase,88587
T02124,A00305,2014-07-28,,Purchase,54816
T02125,A00360,2014-06-23,Cash,Withdrawal,26469
T02126,A00587,2019-11-25,Check,Withdrawal,27013
,A00962,2021-08-10,Debit_Card,Withdrawal,32024
T02128,A00845,2020-10-14,Cash,Purchase,null
T02129,A00711,null,Check,Withdrawal,null
T02130,A00496,null,Check,Withdrawal,23303
T02131,A00994,2015-07-30,Cash,Transfer,98905
T02132,A00022,2021-12-02,Credit_Card,Deposit,18364
T02133,A00858,2023-07-03,Debit_Card,Deposit,42398
T02134,A00645,2022-01-06,Cash,Deposit,57873
T02135,A00447,2017-12-19,Cash,Purchase,97690
T02136,,2014-10-20,Check,Deposit,91925
,A00051,2019-04-11,Check,,83698
T02138,A00184,2019-02-18,Cash,Withdrawal,62095
T02139,A00898,2015-11-30,Credit_Card,Purchase,76055
T02140,A01000,2018-06-17,Check,Transfer,null
T02141,A00945,2021-04-08,Credit_Card,Purchase,null
,A00028,2023-01-10,Debit_Card,Purchase,46133
T02143,A00374,2016-08-28,Credit_Card,,null
T02144,A00217,null,Debit_Card,Withdrawal,null
T02145,A00770,2020-08-15,Cash,Withdrawal,70053
T02146,A00753,2017-07-01,Check,Purchase,null
T02147,A00184,2019-02-11,Check,,65255
T02148,A00176,2021-05-29,Check,Withdrawal,29894
T02149,A00626,2015-12-24,Cash,Deposit,42983
T02150,,2017-02-25,Check,Transfer,45704
T02151,A00106,2023-04-01,Credit_Card,Transfer,88223
T02152,A00146,2017-03-12,Cash,Transfer,84678
T02153,A00170,2019-06-22,Cash,Transfer,518
T02154,A00830,2014-07-18,,Transfer,695
T02155,A00430,2020-01-19,Debit_Card,Transfer,52203
T02156,A00424,null,,Deposit,736
T02157,A00374,2022-07-20,Debit_Card,,78621
T02158,A00806,null,Debit_Card,Withdrawal,null
T02159,A00168,2015-04-17,Credit_Card,,57630
T02160,A00468,2014-05-04,Debit_Card,Withdrawal,34027
T02161,A00685,2018-04-03,Debit_Card,Withdrawal,78041
T02162,A00422,2016-07-16,Debit_Card,,88736
T02163,A00102,2020-07-14,Check,Transfer,null
T02164,A00081,2021-08-15,Cash,Transfer,17835
T02165,A00478,2020-04-25,Cash,Transfer,89568
,A00369,2021-04-14,Cash,Purchase,48946
T02167,A00495,2016-01-11,Debit_Card,Transfer,61739
T02168,A00224,2016-03-20,,Withdrawal,18207
T02169,A00142,2018-08-23,Cash,Transfer,8167
,A00975,2021-02-03,Credit_Card,Purchase,8117
T02171,A00213,2020-01-17,Cash,Deposit,56363
T02172,A00098,2014-03-26,Credit_Card,Purchase,32193
T02173,A00029,2018-05-02,,Purchase,15926
T02174,,2022-11-23,Credit_Card,Deposit,99185
T02175,A00035,2016-11-14,Check,Purchase,88279
T02176,A00195,2018-06-01,Check,Purchase,54322
T02177,,2016-01-25,Cash,Withdrawal,75182
T02178,A00816,2018-03-23,Debit_Card,,null
T02179,A00674,null,Credit_Card,Purchase,6273
T02180,A00863,2022-06-04,Check,,17846
T02181,A00796,2021-12-28,Cash,Purchase,76804
T02182,,2018-07-27,,Deposit,43488
T02183,A00297,2023-03-12,Cash,Withdrawal,88068
T02184,A00620,2020-12-16,Check,Purchase,68435
T02185,A00115,2016-07-19,Cash,Purchase,22010
T02186,A00550,2023-01-04,Cash,Transfer,12019
T02187,,2023-05-23,Credit_Card,Withdrawal,68491
T02188,A00623,2019-09-25,Check,Purchase,10910
T02189,A00185,2020-06-01,Cash,Withdrawal,23308
T02190,A00359,2021-04-24,Check,Withdrawal,83632
T02191,A00791,2014-02-02,Debit_Card,Withdrawal,24718
T02192,A00513,null,Cash,Deposit,90447
T02193,A00073,null,Check,Withdrawal,18114
,A00865,2023-03-10,Credit_Card,Withdrawal,95123
T02195,A00136,null,Debit_Card,Withdrawal,16765
,A00817,2014-03-06,Credit_Card,Transfer,9742
T02197,A00449,2016-10-04,Debit_Card,Purchase,69962
T02198,A00737,2020-12-01,Cash,Transfer,71749
T02199,A00313,2015-06-12,Credit_Card,Withdrawal,37946
T02200,,2021-12-02,Credit_Card,Transfer,43331
T02201,A00845,2019-01-04,Debit_Card,,38793
T02202,A00603,2015-02-24,Check,Deposit,92959
,A00309,2016-07-22,Debit_Card,Purchase,84105
,,2013-12-10,,Transfer,null
T02205,A00156,2015-02-06,Check,Deposit,99486
T02206,A00915,null,,Transfer,10349
,,2021-05-25,Check,Deposit,54997
T02208,A00377,2022-09-12,,Withdrawal,88813
T02209,A00873,2022-02-08,Check,Purchase,7883
T02210,A00571,2017-05-12,Check,Purchase,40956
T02211,A00580,2016-08-17,Cash,Purchase,85050
T02212,A00885,2019-03-07,Check,Transfer,47668
T02213,A00019,2021-06-08,Debit_Card,Deposit,48673
T02214,A00362,2015-01-19,Credit_Card,Transfer,85701
T02215,,2014-12-21,Cash,Transfer,96785
T02216,,2015-06-30,Cash,Purchase,83997
T02217,A00463,2019-03-11,Cash,Transfer,48456
T02218,A00793,2015-07-13,Check,Deposit,52456
,A00606,2015-09-03,Debit_Card,Deposit,66491
T02220,A00187,2019-01-24,Cash,Transfer,null
T02221,A00987,null,Debit_Card,Transfer,37527
T02222,A00991,2018-07-08,Debit_Card,Transfer,79345
T02223,A00943,null,Cash,Deposit,24557
T02224,A00725,2017-01-19,Check,Transfer,38655
T02225,A00083,2016-12-14,,Withdrawal,70491
T02226,A00611,2017-05-14,Check,Transfer,52677
T02227,A00736,2017-07-03,Check,Deposit,8390
T02228,A00674,2022-10-16,Debit_Card,Withdrawal,5397
T02229,A00563,2019-09-11,Cash,Withdrawal,96023
T02230,A00945,2017-03-01,Debit_Card,Purchase,null
T02231,A00029,null,Check,Deposit,54890
T02232,A00087,2022-10-21,Credit_Card,Purchase,46836
T02233,A00292,2019-08-19,Check,Deposit,41490
,A00452,2022-03-15,,Withdrawal,80649
T02235,A00725,2020-09-04,Credit_Card,Transfer,55238
T02236,A00718,2020-04-26,Debit_Card,Deposit,15669
T02237,A00771,2015-06-11,Check,Purchase,72753
T02238,A00707,null,Debit_Card,Transfer,27080
T02239,A00524,2020-11-23,,Transfer,46556
T02240,A00497,2020-02-26,Check,,24496
,A00346,2019-09-12,Debit_Card,Purchase,95365
T02242,A00183,2022-01-16,Credit_Card,Purchase,6363
T02243,A00388,2016-06-04,Cash,Transfer,68133
T02244,A00641,2017-04-25,Check,Deposit,56288
T02245,A00880,null,Debit_Card,,35535
T02246,A00930,2017-06-08,Debit_Card,Withdrawal,9077
T02247,A00874,2015-01-09,,Purchase,2873
T02248,A00977,2022-01-31,Credit_Card,Deposit,50197
T02249,A00916,2018-10-13,Check,Withdrawal,24200
T02250,A00126,2022-05-23,Debit_Card,Purchase,70267
T02251,A00472,2014-11-23,Credit_Card,Purchase,57790
T02252,A00635,2014-09-13,Credit_Card,Withdrawal,32983
T02253,A00195,2019-01-29,Check,Transfer,84070
T02254,,2020-02-25,Debit_Card,Transfer,1369
T02255,,2018-11-26,Debit_Card,Deposit,84047
T02256,A00483,2020-07-14,Cash,Withdrawal,76097
T02257,A00388,2014-10-28,Cash,Purchase,26368
T02258,A00749,2015-03-02,Credit_Card,Withdrawal,76867
T02259,A00529,2016-05-12,Check,Purchase,9375
T02260,A00540,2015-02-01,Cash,Withdrawal,41310
T02261,A00729,2022-12-12,Check,Deposit,22813
T02262,A00246,2021-11-29,,Purchase,15796
T02263,A00453,2022-08-10,Cash,Transfer,58407
T02264,A00876,2015-04-04,Debit_Card,Purchase,56256
T02265,A00092,2019-07-06,,Purchase,77707
,A00465,2014-06-05,Credit_Card,Transfer,21182
T02267,A00968,null,Credit_Card,Purchase,76734
,,2023-01-26,Check,Purchase,75482
T02269,A00697,2016-02-10,Check,Withdrawal,54131
T02270,A00023,2018-02-21,Check,Deposit,52933
T02271,A00223,2016-10-28,Cash,Withdrawal,82989
T02272,A00779,2014-07-21,Credit_Card,Withdrawal,46771
,A00562,2022-01-13,Cash,Withdrawal,16301
T02274,A00845,2022-10-26,Cash,Transfer,null
T02275,A00850,2023-01-09,Check,Purchase,37534
T02276,A00319,2022-07-21,,Transfer,6512
T02277,A00092,2022-09-15,Credit_Card,,42491
T02278,,2018-06-08,Cash,Withdrawal,null
T02279,A00518,2017-08-28,Credit_Card,Deposit,70304
,A00359,2020-07-15,Cash,,67334
T02281,A00202,null,Cash,Transfer,25881
T02282,A00692,2016-10-20,Credit_Card,Withdrawal,68212
T02283,A00445,2021-01-05,,Purchase,55679
T02284,A00483,2019-02-27,Cash,Transfer,47703
T02285,A00825,null,Cash,Withdrawal,87948
T02286,A00546,2020-08-07,Debit_Card,Transfer,61333
T02287,A00189,2019-11-28,Cash,Deposit,88945
,A00461,2021-01-15,Debit_Card,Deposit,null
T02289,A00607,2016-10-16,,Deposit,21370
T02290,A00830,2021-03-06,Check,Deposit,null
T02291,A00800,2019-07-12,Credit_Card,Transfer,39374
T02292,A00509,2019-07-09,Cash,Withdrawal,38452
T02293,A00676,2023-08-17,Debit_Card,Withdrawal,69131
T02294,A00827,null,Check,Purchase,7861
T02295,A00668,2015-03-22,Debit_Card,Purchase,55001
,A00744,2018-07-07,Credit_Card,Purchase,53500
T02297,A00715,2021-01-26,Check,Purchase,96135
T02298,A01000,2020-09-10,Credit_Card,Purchase,7743
T02299,,2016-05-14,Cash,Withdrawal,11210
T02300,A00524,2020-09-20,Check,Purchase,74424
,A00006,2022-05-19,Credit_Card,Withdrawal,22044
T02302,A00894,2023-05-12,Debit_Card,Transfer,49751
T02303,A00409,null,Check,Transfer,null
T02304,A00700,2019-03-11,Check,Withdrawal,38923
T02305,A00173,2019-10-08,Debit_Card,Deposit,79887
T02306,A00006,2021-02-22,Cash,Withdrawal,78592
,A00084,2019-10-09,Debit_Card,Deposit,76703
T02308,A00440,2017-12-22,Cash,Transfer,63073
T02309,A00512,2018-11-12,Cash,Transfer,25589
,A00152,2018-02-02,Cash,Transfer,17865
T02311,A00460,2013-10-23,Credit_Card,Transfer,null
T02312,A00177,2019-02-08,Check,Purchase,37064
T02313,A00950,2022-05-28,Credit_Card,,88053
T02314,A00019,2017-08-18,Check,Transfer,54285
T02315,,null,Debit_Card,Withdrawal,92171
T02316,A00284,2020-06-14,Cash,Transfer,70371
T02317,,2013-11-20,Cash,Transfer,66846
T02318,A00894,2019-05-03,Check,Transfer,91503
T02319,,2014-04-26,Credit_Card,Purchase,77581
T02320,A00500,2020-03-14,Credit_Card,Deposit,48599
T02321,A00366,2017-04-11,Cash,Deposit,20702
,A00944,2021-04-24,Credit_Card,Withdrawal,45926
T02323,,2014-02-18,Credit_Card,Purchase,60332
T02324,A00512,2018-12-13,Check,Withdrawal,33716
T02325,,2023-06-13,Credit_Card,Purchase,5084
T02326,A00172,2013-11-15,Credit_Card,Deposit,38386
,A00709,2016-03-04,Cash,Transfer,86986
T02328,A00555,2018-02-25,Check,Transfer,91984
T02329,A00692,2022-09-30,,Deposit,23563
T02330,A00971,null,Debit_Card,Deposit,10799
T02331,A00585,2019-03-27,Debit_Card,Transfer,58225
T02332,A00760,null,Debit_Card,Purchase,44050
T02333,A00684,2023-04-07,Debit_Card,Deposit,24783
T02334,A00978,2015-01-06,Cash,Deposit,55487
T02335,A00616,2023-04-21,Check,,66695
T02336,A00292,2020-01-25,Cash,Withdrawal,53430
T02337,A00868,2020-06-15,Check,Deposit,62655
,A00650,2016-02-13,Credit_Card,Purchase,3464
T02339,A00536,2019-11-16,Credit_Card,Deposit,91576
T02340,A00796,2020-05-03,Cash,,77875
T02341,A00062,2014-10-03,,Withdrawal,11728
T02342,A00121,2016-02-12,Debit_Card,Deposit,36278
T02343,A00003,2018-06-13,Debit_Card,Transfer,12067
T02344,A00312,2014-08-16,Debit_Card,Purchase,43746
T02345,A00796,2020-09-18,Check,Deposit,68324
T02346,A00522,2021-01-07,Debit_Card,Transfer,56887
T02347,A00827,null,,Withdrawal,74195
T02348,A00881,2018-08-21,Cash,Transfer,38036
T02349,A00095,2014-12-13,Debit_Card,Deposit,50560
T02350,A00463,2016-10-22,Credit_Card,Withdrawal,null
T02351,A00086,2016-05-01,Check,Purchase,null
,A00482,2017-09-09,Debit_Card,Transfer,38764
T02353,A00696,2016-08-17,Credit_Card,,24035
T02354,A00897,2017-02-15,Cash,Deposit,99358
T02355,,2016-08-01,Cash,Purchase,74139
T02356,A00240,2017-06-20,Check,Purchase,85809
T02357,A00053,2014-08-16,Check,Withdrawal,10222
T02358,A00829,2018-12-06,Cash,Purchase,97856
,A00856,2020-02-25,Credit_Card,Deposit,19554
,A00510,2019-06-30,Cash,Transfer,86343
T02361,A00707,2016-12-02,Check,Withdrawal,73766
T02362,,2019-09-12,Cash,Transfer,24132
T02363,A00566,2020-02-04,Credit_Card,Deposit,61770
T02364,A00873,2020-05-15,Debit_Card,,8560
T02365,A00953,2017-02-11,Cash,Purchase,55485
T02366,A00080,2019-11-07,Check,,70090
T02367,A00895,2018-08-15,Check,,41127
T02368,A00302,2015-10-26,Debit_Card,Withdrawal,15550
,A00376,null,Check,,20048
T02370,A00352,null,Debit_Card,Withdrawal,83384
T02371,A00651,null,Cash,Transfer,9227
T02372,A00827,2016-05-28,Debit_Card,Deposit,70197
T02373,A00888,null,Credit_Card,Deposit,7094
T02374,A00737,null,Check,Purchase,63537
T02375,A00238,2020-02-27,Debit_Card,,44965
T02376,,2019-02-24,Cash,Transfer,43111
