ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00461,c00461,B00010,694152,2023-06-08,Fixed Deposit,Pending
A00462,c00462,b00034,null,2022-04-15,checking,Pending
,C00463,B00034,375667,2020-08-04,SAVINGS,CLOSED
A00464,c00464,B00050,85026,2018-01-22,CHECKING,PENDING
A00465,c00465,b00017,280734,2015-08-31,SAVINGS,Pending
A00466,C00466,B00049,342394,2020-04-07,,Closed
A00467,c00467,B00046,731658,2017-10-05,fixed deposit,
a00468,C00468,b00038,385640,2017-05-03,fixed deposit,PENDING
A00469,C00469,B00006,109811,2020-02-29,CHECKING,CLOSED
a00470,c00470,B00028,649945,2018-07-05,checking,pending
A00471,C00471,B00016,879256,2019-06-14,fixed deposit,
a00472,C00472,B00003,777124,2014-12-23,checking,CLOSED
A00473,C00473,B00040,290689,2022-01-30,Savings,ACTIVE
,C00474,,119600,null,CHECKING,CLOSED
A00475,C00475,B00014,668596,2020-03-07,CHECKING,PENDING
,c00476,B00009,360807,2016-04-12,fixed deposit,PENDING
A00477,C00477,b00040,918961,2014-02-06,CHECKING,CLOSED
a00478,C00478,B00031,554176,null,Checking,PENDING
A00479,C00479,B00008,856653,2020-07-05,checking,Active
,C00480,b00019,617402,2019-04-18,SAVINGS,
A00481,,b00003,231863,2021-10-08,,Pending
A00482,c00482,B00027,4246,2015-11-12,CHECKING,Pending
a00483,C00483,b00027,null,2022-08-18,checking,pending
A00484,c00484,B00011,496226,2015-06-21,CHECKING,
,,b00021,654100,2017-03-01,fixed deposit,closed
a00486,C00486,B00041,584919,2017-04-16,checking,Pending
,,B00009,987120,2014-12-23,savings,active
A00488,,B00039,5385,2021-11-09,CHECKING,Active
A00489,C00489,b00022,270910,2015-09-29,fixed deposit,Closed
,C00490,B00050,149446,null,Checking,Closed
A00491,C00491,b00037,481832,2016-04-26,,active
A00492,c00492,B00013,64938,null,FIXED DEPOSIT,closed
a00493,c00493,b00017,84164,2018-08-11,checking,ACTIVE
A00494,c00494,b00007,652715,2016-05-02,CHECKING,ACTIVE
A00495,,b00025,57393,null,savings,pending
A00496,C00496,b00023,938547,2023-03-13,Checking,
a00497,C00497,b00027,647601,2014-10-02,fixed deposit,Active
A00498,c00498,B00045,955936,2019-11-02,Checking,CLOSED
a00499,C00499,B00047,566097,2022-11-02,fixed deposit,PENDING
a00500,C00500,b00012,758547,null,Fixed Deposit,closed
A00501,C00501,B00005,473875,2017-12-07,checking,Active
A00502,C00502,b00010,593059,2016-04-15,CHECKING,CLOSED
A00503,C00503,B00015,3897,2020-10-20,Fixed Deposit,Closed
a00504,C00504,B00020,78514,2015-11-23,Checking,pending
a00505,c00505,b00029,null,2021-08-11,Checking,pending
A00506,C00506,b00014,902471,2023-08-14,Savings,PENDING
A00507,c00507,B00020,642169,2014-10-13,FIXED DEPOSIT,
A00508,C00508,B00041,200391,2021-12-29,Savings,ACTIVE
a00509,c00509,B00024,729935,2019-02-16,SAVINGS,CLOSED
a00510,,B00006,145293,2021-12-27,checking,pending
a00511,,b00004,null,null,SAVINGS,Pending
A00512,C00512,B00031,420320,null,savings,pending
A00513,C00513,B00022,57829,2014-12-09,savings,CLOSED
a00514,c00514,b00018,58086,2016-12-21,CHECKING,PENDING
a00515,c00515,B00047,611012,2014-02-08,,Pending
A00516,c00516,B00009,585691,null,,pending
A00517,C00517,b00030,169424,2022-12-11,Savings,PENDING
A00518,C00518,,81593,2021-01-31,savings,active
A00519,C00519,B00012,722873,2023-07-08,FIXED DEPOSIT,Active
A00520,C00520,B00035,66062,2016-03-16,Checking,active
A00521,c00521,B00024,869033,2013-11-20,CHECKING,PENDING
a00522,C00522,B00036,360036,2016-06-10,checking,PENDING
a00523,c00523,,null,2022-06-13,Fixed Deposit,closed
A00524,C00524,B00033,null,2019-02-27,CHECKING,
A00525,C00525,B00018,535502,2019-04-13,Fixed Deposit,pending
a00526,c00526,B00026,291858,2016-03-17,fixed deposit,closed
A00527,C00527,B00023,713707,2022-01-14,Checking,Closed
A00528,C00528,B00049,224340,2023-04-17,fixed deposit,PENDING
A00529,c00529,B00007,797797,2014-08-29,CHECKING,active
a00530,C00530,B00027,873457,2023-01-03,fixed deposit,Closed
A00531,C00531,B00048,95341,2015-12-28,,PENDING
A00532,C00532,B00047,723809,2017-06-07,,ACTIVE
A00533,C00533,,656636,null,Savings,closed
A00534,C00534,B00043,873108,2021-01-11,savings,
A00535,C00535,b00015,456747,2015-06-25,fixed deposit,PENDING
,c00536,B00042,null,2021-09-03,SAVINGS,Active
A00537,C00537,B00038,248462,2015-03-19,savings,Closed
A00538,C00538,B00018,null,2021-08-16,CHECKING,closed
a00539,c00539,B00049,226574,2017-01-07,checking,Active
,c00540,B00010,175603,2015-12-20,SAVINGS,Closed
A00541,C00541,b00025,261971,2022-10-17,CHECKING,Pending
A00542,C00542,b00042,null,2014-12-01,CHECKING,
A00543,c00543,B00036,280906,2019-05-12,fixed deposit,active
a00544,,b00005,774993,2014-08-18,savings,PENDING
a00545,C00545,b00035,51974,2017-08-20,Savings,closed
a00546,C00546,b00037,575937,2018-12-03,,
A00547,c00547,B00003,null,2023-04-14,FIXED DEPOSIT,closed
A00548,c00548,b00015,932891,2020-05-26,SAVINGS,Closed
A00549,,b00020,189816,2022-10-12,checking,
,C00550,b00049,217417,2021-12-28,FIXED DEPOSIT,ACTIVE
A00551,C00551,b00039,531767,2017-12-18,Fixed Deposit,CLOSED
A00552,C00552,B00029,369484,2022-03-18,FIXED DEPOSIT,closed
,C00553,B00042,372204,2019-09-10,Fixed Deposit,Active
A00554,C00554,B00014,463038,null,Fixed Deposit,
A00555,c00555,B00008,327041,2015-05-26,SAVINGS,
A00556,,,null,2016-03-23,checking,closed
a00557,C00557,B00038,101362,2015-08-17,Checking,closed
a00558,C00558,B00047,292247,2017-11-29,Checking,ACTIVE
a00559,C00559,b00042,337656,2015-09-06,CHECKING,PENDING
A00560,C00560,b00043,916320,2023-08-14,checking,PENDING
A00561,c00561,,219548,null,checking,Closed
A00562,C00562,B00012,832785,2015-08-20,fixed deposit,closed
a00563,c00563,B00023,440361,null,fixed deposit,Closed
A00564,C00564,B00047,933721,2016-04-18,Savings,
a00565,C00565,B00019,null,2013-11-23,Fixed Deposit,pending
A00566,C00566,b00038,610955,2017-07-10,checking,PENDING
a00567,c00567,B00046,195412,2014-06-17,Checking,closed
,C00568,B00040,763916,2020-02-16,Savings,pending
A00569,c00569,,null,2016-04-15,Checking,Closed
a00570,C00570,b00001,null,2021-05-26,Checking,Pending
A00571,C00571,b00030,299885,2018-07-10,,closed
a00572,C00572,B00015,678431,2018-08-04,Savings,closed
A00573,c00573,B00016,356839,null,CHECKING,Active
,C00574,b00041,633921,2014-02-12,savings,Closed
a00575,C00575,B00029,711797,2021-06-13,fixed deposit,
A00576,C00576,b00007,166750,2016-05-12,savings,PENDING
,C00577,b00036,122613,null,CHECKING,closed
A00578,C00578,b00011,115875,2020-03-15,,Closed
a00579,c00579,b00050,920816,2014-08-11,fixed deposit,Closed
a00580,c00580,B00031,441187,2021-03-31,Savings,Closed
a00581,C00581,B00025,393911,2015-04-27,FIXED DEPOSIT,ACTIVE
A00582,c00582,B00011,658166,2017-06-30,Fixed Deposit,active
A00583,c00583,b00046,438679,2015-01-05,Savings,Closed
a00584,C00584,b00027,4689,2021-12-10,Fixed Deposit,active
A00585,c00585,B00010,949427,2021-09-10,Checking,PENDING
A00586,c00586,b00019,192921,null,Savings,CLOSED
A00587,C00587,B00030,519781,2019-10-06,savings,closed
A00588,C00588,b00048,325018,2014-01-21,,closed
,C00589,b00015,null,2023-08-05,FIXED DEPOSIT,active
a00590,,B00032,977359,2019-08-15,CHECKING,ACTIVE
A00591,c00591,B00016,609260,2017-03-14,fixed deposit,pending
A00592,C00592,B00012,127534,2014-12-19,savings,ACTIVE
a00593,C00593,B00028,539565,2018-12-07,Savings,ACTIVE
a00594,c00594,B00049,757247,2021-07-12,CHECKING,ACTIVE
a00595,c00595,B00012,122875,2016-12-09,Checking,CLOSED
,c00596,,null,2014-07-11,Checking,
a00597,C00597,b00041,102509,2018-12-14,SAVINGS,CLOSED
A00598,C00598,b00014,631562,2022-04-28,Checking,Closed
a00599,C00599,b00034,408633,null,CHECKING,Closed
,,b00015,660615,2019-03-02,fixed deposit,PENDING
A00601,c00601,B00047,null,2020-04-02,CHECKING,Pending
,C00602,b00023,725343,2022-09-22,FIXED DEPOSIT,Active
a00603,c00603,b00038,318809,2017-01-17,savings,Closed
A00604,C00604,b00042,173132,null,Checking,closed
A00605,c00605,B00025,null,2016-09-23,FIXED DEPOSIT,Pending
a00606,c00606,b00002,145882,2016-11-29,FIXED DEPOSIT,active
A00607,c00607,b00006,476758,null,FIXED DEPOSIT,Closed
A00608,C00608,B00035,250395,null,CHECKING,Closed
a00609,,b00011,409997,2018-08-22,Checking,Active
a00610,C00610,B00048,616812,2014-03-07,SAVINGS,closed
a00611,,B00026,649723,2018-12-27,SAVINGS,pending
A00612,C00612,B00041,811138,2015-11-11,fixed deposit,Closed
A00613,C00613,B00025,664303,2015-04-14,Checking,Active
A00614,C00614,B00037,577047,2019-08-20,SAVINGS,Pending
,,b00023,442041,null,FIXED DEPOSIT,Pending
a00616,C00616,B00045,601736,2023-03-25,savings,closed
A00617,C00617,B00011,517155,null,CHECKING,CLOSED
A00618,C00618,,387805,2022-04-19,,Closed
A00619,,B00012,916425,2015-07-09,,Closed
A00620,C00620,B00025,122550,2015-12-02,fixed deposit,Pending
A00621,C00621,B00010,313789,null,Checking,Pending
,C00622,B00032,576880,2015-05-14,fixed deposit,closed
A00623,C00623,B00014,26810,2020-12-16,savings,active
A00624,c00624,B00011,351063,2022-09-12,CHECKING,Closed
A00625,c00625,b00033,336169,2014-07-08,Checking,CLOSED
A00626,c00626,B00022,836319,2015-09-10,checking,closed
a00627,C00627,B00045,207527,2019-12-02,savings,closed
A00628,c00628,B00023,66047,null,Checking,Active
A00629,c00629,,966888,2023-02-16,Savings,pending
A00630,c00630,B00029,null,2020-04-23,SAVINGS,ACTIVE
A00631,c00631,B00035,111646,2019-05-22,FIXED DEPOSIT,pending
a00632,C00632,B00040,613535,2021-09-21,Savings,closed
,C00633,B00029,270199,2019-02-26,fixed deposit,PENDING
a00634,,B00018,285418,2021-03-03,FIXED DEPOSIT,Active
A00635,c00635,B00002,881627,2017-03-13,Savings,PENDING
,c00636,b00015,110748,null,fixed deposit,Closed
A00637,c00637,,525129,2019-02-12,fixed deposit,pending
A00638,C00638,B00006,456042,2016-01-24,Savings,CLOSED
A00639,C00639,B00036,null,2020-09-04,CHECKING,CLOSED
A00640,C00640,b00012,431522,2014-10-21,CHECKING,Closed
A00641,C00641,B00040,806235,2017-05-24,,pending
A00642,C00642,B00017,344163,2017-10-12,Savings,PENDING
A00643,C00643,B00025,431004,2015-05-15,checking,CLOSED
A00644,,B00007,950561,2019-04-23,,Pending
A00645,C00645,B00034,143398,2014-11-23,CHECKING,closed
A00646,C00646,b00012,169384,2016-12-16,CHECKING,closed
A00647,c00647,b00030,756616,2022-07-31,Savings,Active
A00648,C00648,,363473,2018-10-10,Fixed Deposit,Active
A00649,C00649,B00048,808451,2014-12-04,CHECKING,active
A00650,C00650,,978486,2015-06-05,checking,closed
A00651,c00651,,865284,2019-07-09,Fixed Deposit,Closed
a00652,c00652,B00016,350971,2019-09-04,SAVINGS,closed
A00653,c00653,B00031,186223,null,fixed deposit,pending
A00654,c00654,b00034,427252,2020-01-29,CHECKING,PENDING
,C00655,B00011,402015,null,FIXED DEPOSIT,pending
A00656,C00656,B00030,549762,null,Fixed Deposit,pending
a00657,C00657,B00029,935598,2019-11-07,SAVINGS,Closed
a00658,C00658,b00030,49403,2023-07-23,Checking,PENDING
a00659,C00659,B00030,158834,2015-01-21,SAVINGS,active
A00660,c00660,B00040,196054,2023-07-17,,Pending
A00661,C00661,b00036,222841,null,savings,PENDING
A00662,C00662,B00004,413997,2021-09-27,savings,
a00663,c00663,b00048,138541,null,SAVINGS,active
a00664,C00664,b00042,53159,2014-11-30,fixed deposit,Pending
A00665,C00665,B00012,null,2017-10-11,checking,pending
a00666,C00666,,542476,2020-12-28,Savings,closed
A00667,c00667,B00036,287258,2022-02-03,SAVINGS,closed
A00668,,b00044,707502,2021-12-07,FIXED DEPOSIT,Active
A00669,c00669,B00023,998395,2018-07-11,Fixed Deposit,Pending
A00670,c00670,B00026,285749,2021-05-21,,PENDING
,C00671,B00049,544514,2022-01-01,fixed deposit,PENDING
A00672,C00672,B00012,869150,2022-09-14,savings,active
A00673,C00673,b00034,228791,2023-07-11,,Closed
A00674,C00674,b00028,631753,2022-04-07,Savings,Pending
A00675,c00675,,720217,2018-10-07,checking,pending
A00676,C00676,B00034,811321,2021-05-12,savings,PENDING
A00677,c00677,B00013,617730,2016-09-01,SAVINGS,ACTIVE
A00678,C00678,B00016,253675,2019-06-26,CHECKING,Closed
A00679,C00679,B00043,710182,2022-05-10,CHECKING,Active
a00680,C00680,B00034,935525,2016-04-08,,Active
A00681,C00681,B00041,318622,null,checking,Active
a00682,C00682,b00032,854082,2015-11-17,savings,Pending
A00683,C00683,B00009,838950,2015-11-02,Checking,
A00684,,B00048,965203,2019-05-07,,active
,c00685,B00013,528048,2017-03-30,Checking,
A00686,c00686,b00035,null,null,FIXED DEPOSIT,Closed
A00687,C00687,,787748,2021-10-22,fixed deposit,Pending
a00688,C00688,,535118,2023-07-30,fixed deposit,Closed
a00689,C00689,b00014,834804,2014-06-22,SAVINGS,pending
A00690,C00690,B00036,783039,null,fixed deposit,pending
a00691,C00691,b00037,533854,null,Savings,Pending
,,,481359,2021-12-02,CHECKING,Pending
a00693,C00693,b00009,958026,2020-05-23,SAVINGS,CLOSED
A00694,C00694,b00016,663035,null,Checking,CLOSED
A00695,c00695,B00013,null,null,checking,Active
A00696,C00696,,256203,2015-01-02,,active
A00697,c00697,B00021,543893,2017-06-18,checking,Pending
,c00698,B00001,700178,2018-05-30,Fixed Deposit,active
a00699,C00699,b00042,243088,2021-09-20,SAVINGS,CLOSED
a00700,C00700,,351282,2021-02-16,,
A00701,C00701,B00038,246404,null,fixed deposit,PENDING
A00702,,b00006,533223,2021-09-25,Checking,active
a00703,c00703,,135578,2014-01-11,savings,Pending
A00704,c00704,B00041,185443,2022-01-15,FIXED DEPOSIT,Closed
a00705,C00705,b00025,37924,2017-04-23,SAVINGS,
a00706,C00706,B00017,736968,null,,Pending
,C00707,B00018,277462,null,SAVINGS,Pending
A00708,C00708,b00032,78936,2015-02-16,FIXED DEPOSIT,CLOSED
,,B00018,310668,2022-02-09,Fixed Deposit,pending
a00710,C00710,B00028,20591,2014-10-10,Savings,Active
,C00711,,827642,2014-06-05,CHECKING,active
,C00712,b00008,327029,2016-02-29,fixed deposit,Active
A00713,c00713,B00040,438971,2016-06-07,Checking,Pending
,c00714,b00013,532318,2021-11-22,,Closed
A00715,C00715,B00047,795744,2023-08-23,CHECKING,pending
a00716,c00716,b00044,null,null,Savings,PENDING
A00717,C00717,B00011,991911,2018-03-27,Checking,Closed
a00718,c00718,B00011,630682,2019-10-07,savings,CLOSED
,c00719,B00009,931618,2023-03-27,Savings,PENDING
A00720,C00720,B00015,607268,2021-03-20,,active
a00721,C00721,b00030,130662,2017-02-21,CHECKING,Pending
,C00722,b00008,960317,2016-03-17,checking,active
a00723,C00723,B00049,null,2020-07-27,checking,closed
A00724,c00724,b00034,649595,2023-02-28,,pending
A00725,c00725,B00008,500894,2015-12-02,Savings,active
A00726,c00726,B00010,252476,2023-04-29,fixed deposit,Pending
a00727,C00727,B00034,985449,2015-02-24,fixed deposit,Active
A00728,C00728,B00028,821334,2016-05-08,fixed deposit,Closed
A00729,c00729,B00003,557247,2023-06-21,savings,Pending
a00730,C00730,b00020,null,2019-03-16,CHECKING,Pending
A00731,C00731,B00049,205458,2015-05-04,savings,CLOSED
A00732,,B00008,697164,2015-05-12,,Pending
a00733,C00733,b00048,834710,2021-01-21,savings,ACTIVE
a00734,C00734,B00043,86605,2021-02-01,CHECKING,
A00735,c00735,B00019,150877,2022-04-05,Savings,PENDING
A00736,C00736,B00034,889522,2020-04-22,FIXED DEPOSIT,PENDING
A00737,C00737,B00026,530564,2015-04-07,,Closed
a00738,C00738,B00017,22676,2015-11-19,,closed
,C00739,B00038,null,2015-03-19,Checking,CLOSED
a00740,C00740,B00031,559748,2017-12-05,Checking,active
A00741,C00741,B00044,null,null,checking,PENDING
a00742,c00742,B00008,795205,2021-08-18,CHECKING,
a00743,C00743,B00010,383356,2014-06-06,checking,ACTIVE
A00744,C00744,B00023,745284,2015-03-19,CHECKING,PENDING
A00745,C00745,B00021,null,2015-11-02,Checking,Active
A00746,C00746,B00027,434699,2021-01-23,Checking,closed
A00747,C00747,b00034,868221,2017-04-19,Savings,PENDING
A00748,C00748,B00014,660168,2018-12-18,savings,
A00749,c00749,B00041,864655,2019-07-30,FIXED DEPOSIT,
a00750,C00750,B00050,719060,2018-09-20,checking,pending
A00751,c00751,B00036,null,2014-01-06,,ACTIVE
a00752,C00752,b00001,895237,2021-04-06,SAVINGS,ACTIVE
a00753,c00753,B00033,419214,2020-12-05,FIXED DEPOSIT,Closed
A00754,C00754,B00036,158217,2017-03-02,FIXED DEPOSIT,CLOSED
a00755,C00755,B00024,462625,2014-06-01,Fixed Deposit,pending
a00756,c00756,b00013,826615,null,Checking,active
A00757,c00757,B00032,583066,2015-09-10,FIXED DEPOSIT,PENDING
A00758,c00758,B00028,null,2018-07-13,,PENDING
A00759,c00759,B00030,124502,2022-08-08,fixed deposit,closed
a00760,C00760,,484135,2020-03-21,fixed deposit,
A00761,C00761,b00035,421091,2021-06-28,SAVINGS,
A00762,c00762,B00040,231605,2015-04-08,checking,
A00763,,B00007,581350,2022-01-19,SAVINGS,pending
A00764,C00764,b00008,null,2023-07-18,Checking,Closed
a00765,C00765,,856052,2013-10-25,savings,Active
a00766,c00766,B00024,754756,2019-07-25,checking,pending
A00767,c00767,B00041,null,2014-11-07,fixed deposit,active
a00768,C00768,,111856,2014-01-07,Fixed Deposit,Closed
a00769,c00769,b00011,274559,2019-06-12,SAVINGS,Active
A00770,C00770,B00009,309815,null,CHECKING,active
a00771,C00771,b00049,276951,2022-02-24,FIXED DEPOSIT,Closed
A00772,C00772,,919724,2020-05-31,Fixed Deposit,active
a00773,c00773,B00047,831478,2020-01-07,checking,Active
a00774,C00774,B00040,389867,null,CHECKING,Active
A00775,C00775,,632835,2016-04-06,Checking,
a00776,C00776,b00028,412899,2015-05-06,fixed deposit,closed
A00777,C00777,b00014,275585,2014-01-08,CHECKING,Closed
a00778,C00778,B00017,859267,2021-09-21,Fixed Deposit,Pending
,C00779,b00003,307277,2016-12-03,,active
A00780,,b00043,492106,2022-03-03,FIXED DEPOSIT,closed
A00781,c00781,b00021,255284,2019-11-01,CHECKING,closed
A00782,C00782,b00039,null,2014-09-05,fixed deposit,
A00783,C00783,B00031,189114,2023-04-18,FIXED DEPOSIT,Closed
a00784,c00784,b00044,357547,2023-07-04,SAVINGS,pending
A00785,C00785,B00035,805842,2019-03-10,SAVINGS,pending
,C00786,B00025,658601,2020-07-22,Checking,
a00787,c00787,B00006,529872,2016-02-09,FIXED DEPOSIT,active
A00788,c00788,b00003,444264,null,Checking,CLOSED
A00789,c00789,b00042,14122,2014-02-18,Savings,PENDING
A00790,c00790,B00039,759781,2016-08-15,checking,active
A00791,c00791,B00013,7524,2021-03-23,fixed deposit,active
,C00792,B00006,339213,2016-12-10,FIXED DEPOSIT,
,C00793,b00017,278057,2019-10-29,Checking,
A00794,c00794,b00045,453049,null,CHECKING,active
,c00795,B00044,783590,2018-10-02,checking,Pending
,C00796,B00013,364926,2019-12-11,SAVINGS,Active
a00797,c00797,B00006,489707,2019-06-24,fixed deposit,Pending
,,,890239,2021-08-21,Savings,ACTIVE
A00799,C00799,B00040,698535,2022-12-08,FIXED DEPOSIT,closed
A00800,C00800,B00035,297150,2018-06-03,Checking,closed
A00801,c00801,B00029,918292,2017-05-25,checking,active
,C00802,B00033,203203,2016-03-01,fixed deposit,active
A00803,C00803,b00038,429890,null,FIXED DEPOSIT,Active
a00804,c00804,,39507,2014-09-30,Savings,PENDING
,c00805,B00049,32237,2020-01-28,Checking,ACTIVE
A00806,C00806,b00024,963194,2015-01-24,SAVINGS,PENDING
A00807,C00807,B00012,504666,2015-12-28,CHECKING,Closed
a00808,c00808,b00049,506324,2015-01-16,Fixed Deposit,Active
,c00809,b00018,null,2019-03-07,CHECKING,active
A00810,c00810,b00021,109274,2023-08-17,Fixed Deposit,closed
a00811,c00811,B00020,804304,2021-06-23,savings,CLOSED
a00812,C00812,B00004,null,2016-10-05,checking,active
A00813,C00813,B00021,920924,2014-06-17,,Pending
A00814,c00814,B00048,600515,2021-07-13,,
A00815,c00815,B00009,632070,2014-04-18,checking,Active
A00816,,B00033,null,2023-02-27,checking,Pending
a00817,,b00036,144451,2021-02-02,fixed deposit,Closed
A00818,C00818,B00022,null,2022-03-13,checking,closed
A00819,C00819,b00007,735166,2017-12-25,CHECKING,Active
A00820,C00820,b00012,244854,2023-06-25,CHECKING,ACTIVE
a00821,C00821,B00006,305882,2018-01-23,CHECKING,pending
A00822,c00822,B00038,null,2022-09-29,CHECKING,Pending
A00823,C00823,B00043,303232,2014-05-29,fixed deposit,pending
A00824,C00824,b00037,463075,2022-04-27,Fixed Deposit,Active
,c00825,b00031,385612,2015-11-01,SAVINGS,
A00826,C00826,B00039,373968,2019-10-25,Checking,closed
a00827,C00827,B00008,208052,2017-12-20,Fixed Deposit,Active
,c00828,B00043,843041,2014-04-02,,PENDING
A00829,c00829,B00030,null,2021-09-24,Checking,ACTIVE
a00830,C00830,B00011,660842,2023-06-28,CHECKING,closed
,C00831,B00031,352212,2021-01-28,savings,active
A00832,C00832,b00003,306024,null,Savings,ACTIVE
A00833,,B00036,42874,2019-07-10,,ACTIVE
A00834,C00834,b00036,921389,2014-06-14,CHECKING,Pending
a00835,c00835,B00001,null,2016-07-17,savings,closed
A00836,C00836,B00014,792089,2015-01-16,checking,CLOSED
A00837,C00837,,200807,2020-06-18,,Pending
A00838,c00838,B00048,362128,2016-01-24,FIXED DEPOSIT,Pending
A00839,C00839,B00044,52291,2022-05-08,Fixed Deposit,Active
A00840,c00840,B00011,420778,null,CHECKING,Active
A00841,c00841,B00024,904114,2018-11-18,savings,pending
a00842,C00842,B00043,888282,2013-11-25,FIXED DEPOSIT,Pending
A00843,C00843,,505387,2023-05-15,Fixed Deposit,closed
a00844,C00844,b00010,648504,2015-04-15,,Pending
A00845,C00845,b00047,313108,2020-09-08,Checking,Active
A00846,c00846,B00050,805584,2018-11-25,fixed deposit,closed
A00847,C00847,B00043,956206,null,SAVINGS,pending
A00848,,B00022,283922,2022-08-09,CHECKING,pending
A00849,C00849,b00018,538968,2014-02-13,Checking,CLOSED
A00850,c00850,,597467,2017-09-12,Fixed Deposit,
A00851,C00851,B00035,null,2021-12-06,savings,
A00852,,,65408,2021-08-27,Checking,
A00853,,B00045,null,2021-12-31,checking,pending
A00854,,B00008,null,2014-09-05,SAVINGS,active
a00855,c00855,B00039,245375,null,savings,PENDING
A00856,C00856,b00048,608424,2018-08-02,Fixed Deposit,PENDING
a00857,C00857,b00003,520474,2019-10-21,checking,closed
A00858,C00858,,332708,2019-07-27,fixed deposit,ACTIVE
,C00859,b00019,923969,2015-05-07,Checking,PENDING
A00860,C00860,B00042,null,2018-06-20,Savings,Active
A00861,C00861,b00025,671725,2017-12-16,Checking,
A00862,c00862,B00020,267581,2020-03-07,SAVINGS,closed
A00863,c00863,B00022,8180,2023-03-25,CHECKING,pending
,c00864,b00020,15806,2022-11-12,CHECKING,
a00865,,b00019,742224,2015-07-21,FIXED DEPOSIT,Active
A00866,,b00014,889857,2014-02-27,savings,Active
A00867,c00867,b00003,387504,null,,closed
a00868,c00868,B00011,602447,2023-05-13,fixed deposit,closed
a00869,,b00043,876613,2018-07-31,SAVINGS,Pending
,C00870,B00007,674671,2022-01-04,fixed deposit,closed
a00871,c00871,B00036,764783,2016-06-03,savings,pending
A00872,C00872,B00032,26896,2014-10-26,Fixed Deposit,PENDING
a00873,C00873,b00016,832276,2021-01-20,CHECKING,pending
A00874,,B00044,null,2015-03-10,Savings,Closed
A00875,c00875,B00044,801506,2021-06-07,CHECKING,CLOSED
,c00876,b00033,576114,2017-03-20,Fixed Deposit,pending
a00877,C00877,B00033,null,2019-08-22,SAVINGS,
a00878,,B00007,null,2013-12-25,Savings,active
a00879,c00879,b00006,null,2017-05-24,,
,c00880,,199285,2021-03-19,Fixed Deposit,pending
,C00881,b00020,431008,2021-11-12,FIXED DEPOSIT,closed
a00882,c00882,B00003,414852,2022-12-30,fixed deposit,active
,C00883,B00006,892368,2019-10-09,SAVINGS,PENDING
,C00884,B00038,277363,2018-10-02,checking,CLOSED
A00885,c00885,b00015,355462,2022-05-18,checking,Active
A00886,C00886,b00002,481231,2021-02-14,SAVINGS,Closed
A00887,c00887,B00017,499623,2018-02-25,,active
A00888,C00888,b00033,null,2022-09-04,fixed deposit,Active
a00889,C00889,b00007,338475,null,,ACTIVE
,c00890,,91683,2014-08-09,fixed deposit,ACTIVE
a00891,C00891,b00019,824249,2023-03-23,Fixed Deposit,Pending
A00892,c00892,,542532,2021-06-02,Fixed Deposit,
a00893,c00893,B00008,135123,2021-11-09,CHECKING,active
A00894,C00894,,158658,2019-08-21,savings,closed
A00895,C00895,B00030,835596,2020-03-12,Fixed Deposit,
a00896,C00896,B00020,121560,2021-10-31,,active
A00897,C00897,B00047,767790,2018-03-02,savings,Pending
A00898,C00898,B00036,null,null,Fixed Deposit,CLOSED
A00899,c00899,B00025,853312,2014-07-10,SAVINGS,
A00900,c00900,B00022,450109,2020-08-02,Checking,PENDING
A00901,C00901,B00047,509058,null,fixed deposit,CLOSED
A00902,c00902,B00007,980674,null,FIXED DEPOSIT,Closed
a00903,C00903,B00017,null,2022-06-28,,CLOSED
a00904,C00904,B00041,574924,2017-04-28,SAVINGS,CLOSED
A00905,C00905,b00019,null,2019-04-12,savings,PENDING
a00906,c00906,,100287,2022-01-24,savings,pending
A00907,C00907,B00011,null,2017-09-17,checking,closed
A00908,C00908,B00049,712115,null,Fixed Deposit,pending
,C00909,B00002,null,null,,ACTIVE
A00910,C00910,B00050,532487,2020-05-24,FIXED DEPOSIT,Active
a00911,C00911,B00049,311271,2020-11-13,fixed deposit,
A00912,C00912,b00042,907474,2015-01-29,checking,
A00913,C00913,b00002,506089,2023-05-14,fixed deposit,active
A00914,c00914,B00029,783469,2018-09-13,checking,ACTIVE
A00915,C00915,B00029,913183,2016-11-16,savings,PENDING
A00916,,,249866,2014-06-20,CHECKING,closed
,C00917,,439556,2014-11-27,CHECKING,Closed
A00918,C00918,,616420,2022-06-15,,ACTIVE
A00919,C00919,b00007,889821,2021-04-18,fixed deposit,Active
A00920,C00920,b00028,null,2022-10-10,Fixed Deposit,active
A00921,c00921,B00023,635665,null,savings,
A00922,C00922,B00008,788825,2016-06-23,,Active
A00923,c00923,B00034,366758,null,FIXED DEPOSIT,PENDING
A00924,C00924,B00049,63579,2022-05-27,savings,Closed
,C00925,b00006,null,2022-04-02,CHECKING,Active
a00926,,b00043,374554,2020-09-20,Checking,PENDING
A00927,c00927,B00044,317121,null,fixed deposit,Active
A00928,C00928,b00014,851869,2014-01-22,CHECKING,ACTIVE
a00929,C00929,B00043,null,null,Checking,PENDING
A00930,C00930,B00050,504341,null,fixed deposit,closed
A00931,c00931,B00021,724690,2016-07-04,checking,closed
a00932,C00932,,451148,2022-05-21,Fixed Deposit,active
