ACCOUNT_ID,TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_MEDIA,TRANSACTION_TYPE,TRANSACTION_AMOUNT,_silver_loaded_at
A00294,T03679,2014-08-16,Credit_Card,Deposit,44547,2026-04-17T08:27:31.745Z
A00413,T03517,2021-08-20,Debit_Card,Unknown,49713,2026-04-17T08:27:31.745Z
A00430,T01585,2021-06-18,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00553,T03656,2014-07-07,Cash,Deposit,38390,2026-04-17T08:27:31.745Z
A00703,T04935,2021-06-09,Debit_Card,Purchase,13062,2026-04-17T08:27:31.745Z
A00858,T02591,2017-07-17,Check,Deposit,49713,2026-04-17T08:27:31.745Z
A00881,T04854,2022-02-05,Cash,Deposit,97215,2026-04-17T08:27:31.745Z
A00941,T00160,2017-09-13,Credit_Card,Deposit,15904,2026-04-17T08:27:31.745Z
A00837,T01137,2021-05-17,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00013,T04652,2020-01-25,Check,Transfer,13132,2026-04-17T08:27:31.745Z
A00037,T04544,2022-02-08,Cash,Transfer,38642,2026-04-17T08:27:31.745Z
A00047,T04103,2020-08-16,Credit_Card,Transfer,59723,2026-04-17T08:27:31.745Z
A00081,T02470,2019-06-17,Debit_Card,Purchase,40962,2026-04-17T08:27:31.745Z
A00093,T04094,2014-03-20,Credit_Card,Deposit,35578,2026-04-17T08:27:31.745Z
A00099,T03283,2022-01-23,Credit_Card,Purchase,79354,2026-04-17T08:27:31.745Z
A00110,T04325,2018-03-12,Credit_Card,Purchase,23696,2026-04-17T08:27:31.745Z
A00135,T03516,2018-05-05,Debit_Card,Purchase,35828,2026-04-17T08:27:31.745Z
A00146,T03333,2022-11-24,Check,Deposit,25314,2026-04-17T08:27:31.745Z
A00216,T03557,2017-04-02,Cash,Purchase,4326,2026-04-17T08:27:31.745Z
A00219,T01712,2022-04-22,Unknown,Purchase,93177,2026-04-17T08:27:31.745Z
A00220,T03140,1900-01-01,Cash,Deposit,68921,2026-04-17T08:27:31.745Z
A00251,T01266,2022-11-28,Credit_Card,Withdrawal,64619,2026-04-17T08:27:31.745Z
A00317,T03109,2021-07-13,Unknown,Deposit,53143,2026-04-17T08:27:31.745Z
A00363,T04453,2023-06-22,Debit_Card,Withdrawal,70590,2026-04-17T08:27:31.745Z
A00384,T04674,2021-10-24,Debit_Card,Purchase,10308,2026-04-17T08:27:31.745Z
A00420,T03723,1900-01-01,Check,Deposit,47211,2026-04-17T08:27:31.745Z
A00444,T01379,2022-11-06,Debit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00455,T04011,2023-01-13,Check,Deposit,64182,2026-04-17T08:27:31.745Z
A00477,T04431,2020-09-24,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00486,T04224,2021-06-20,Credit_Card,Deposit,75860,2026-04-17T08:27:31.745Z
A00489,T02962,2018-04-08,Credit_Card,Deposit,7057,2026-04-17T08:27:31.745Z
A00498,T04197,2019-10-17,Debit_Card,Purchase,47737,2026-04-17T08:27:31.745Z
A00516,T04928,2013-11-06,Check,Purchase,60260,2026-04-17T08:27:31.745Z
A00525,T03442,2022-12-15,Check,Deposit,30087,2026-04-17T08:27:31.745Z
A00530,T03047,2021-08-15,Unknown,Purchase,69040,2026-04-17T08:27:31.745Z
A00535,T03912,2018-10-30,Cash,Withdrawal,55047,2026-04-17T08:27:31.745Z
A00566,T02363,2020-02-04,Credit_Card,Deposit,61770,2026-04-17T08:27:31.745Z
A00573,T04806,2020-03-04,Debit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00576,T02930,2015-06-29,Unknown,Withdrawal,77095,2026-04-17T08:27:31.745Z
A00585,T02588,2014-09-16,Debit_Card,Deposit,99994,2026-04-17T08:27:31.745Z
A00597,T03996,2021-08-01,Credit_Card,Deposit,7652,2026-04-17T08:27:31.745Z
A00603,T04121,2017-03-30,Credit_Card,Deposit,51692,2026-04-17T08:27:31.745Z
A00652,T01644,2023-08-10,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00664,T03881,2021-04-04,Debit_Card,Transfer,96808,2026-04-17T08:27:31.745Z
A00737,T03957,2021-02-25,Debit_Card,Withdrawal,28003,2026-04-17T08:27:31.745Z
A00771,T02813,2015-02-06,Debit_Card,Withdrawal,3802,2026-04-17T08:27:31.745Z
A00846,T03692,2020-07-05,Debit_Card,Purchase,42799,2026-04-17T08:27:31.745Z
A00897,T03484,2020-02-08,Check,Deposit,51154,2026-04-17T08:27:31.745Z
A00942,T04227,2017-09-15,Cash,Deposit,7292,2026-04-17T08:27:31.745Z
A00963,T02007,2017-03-03,Cash,Withdrawal,21898,2026-04-17T08:27:31.745Z
A00974,T04790,2019-06-27,Unknown,Deposit,6879,2026-04-17T08:27:31.745Z
A00979,T02627,2018-09-16,Credit_Card,Deposit,90416,2026-04-17T08:27:31.745Z
A00043,T04152,2022-04-17,Check,Withdrawal,93431,2026-04-17T08:27:31.745Z
A00046,T03817,2022-05-18,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00255,T03771,2020-01-23,Debit_Card,Transfer,64413,2026-04-17T08:27:31.745Z
A00295,T04047,2017-02-01,Check,Withdrawal,31440,2026-04-17T08:27:31.745Z
A00340,T03178,2015-09-15,Check,Deposit,86003,2026-04-17T08:27:31.745Z
A00391,T00988,2014-02-08,Unknown,Withdrawal,60921,2026-04-17T08:27:31.745Z
A00831,T02850,2014-08-24,Debit_Card,Withdrawal,73284,2026-04-17T08:27:31.745Z
A00874,T03805,2023-01-28,Cash,Purchase,90551,2026-04-17T08:27:31.745Z
A00960,T01835,2015-01-11,Credit_Card,Unknown,17114,2026-04-17T08:27:31.745Z
A00150,T00995,2021-11-04,Unknown,Purchase,17333,2026-04-17T08:27:31.745Z
A00577,T04007,2019-11-11,Cash,Transfer,51891,2026-04-17T08:27:31.745Z
A00668,T03773,2019-09-13,Cash,Deposit,28049,2026-04-17T08:27:31.745Z
A00926,T03361,2016-03-09,Check,Deposit,12070,2026-04-17T08:27:31.745Z
A00072,T04450,2019-12-20,Check,Purchase,64645,2026-04-17T08:27:31.745Z
A00107,T02988,2016-10-08,Cash,Purchase,32923,2026-04-17T08:27:31.745Z
A00116,T01981,2018-02-28,Check,Transfer,64333,2026-04-17T08:27:31.745Z
A00165,T02734,2015-01-06,Cash,Transfer,52641,2026-04-17T08:27:31.745Z
A00197,T02010,2021-07-10,Cash,Deposit,49713,2026-04-17T08:27:31.745Z
A00201,T01590,2021-10-10,Cash,Withdrawal,74727,2026-04-17T08:27:31.745Z
A00215,T01191,2021-05-24,Unknown,Deposit,3653,2026-04-17T08:27:31.745Z
A00239,T03841,2020-11-03,Debit_Card,Purchase,49314,2026-04-17T08:27:31.745Z
A00247,T02984,2019-04-26,Check,Transfer,28535,2026-04-17T08:27:31.745Z
A00267,T04285,2019-08-06,Cash,Transfer,53946,2026-04-17T08:27:31.745Z
A00268,T03974,2023-04-07,Cash,Transfer,23307,2026-04-17T08:27:31.745Z
A00335,T01775,2019-11-22,Check,Purchase,83897,2026-04-17T08:27:31.745Z
A00336,T03782,2014-04-24,Credit_Card,Transfer,32696,2026-04-17T08:27:31.745Z
A00369,T03856,2019-09-21,Check,Transfer,49713,2026-04-17T08:27:31.745Z
A00381,T02318,2019-08-05,Debit_Card,Purchase,5647,2026-04-17T08:27:31.745Z
A00382,T03949,2020-07-05,Cash,Purchase,34863,2026-04-17T08:27:31.745Z
A00421,T01762,2021-10-14,Debit_Card,Deposit,7341,2026-04-17T08:27:31.745Z
A00473,T03457,2016-04-03,Unknown,Unknown,83187,2026-04-17T08:27:31.745Z
A00501,T03976,2020-04-12,Unknown,Unknown,47047,2026-04-17T08:27:31.745Z
A00508,T03783,2020-07-15,Check,Unknown,15782,2026-04-17T08:27:31.745Z
A00522,T04314,2017-03-28,Check,Withdrawal,19066,2026-04-17T08:27:31.745Z
A00532,T04150,2020-11-13,Cash,Purchase,27192,2026-04-17T08:27:31.745Z
A00539,T02637,2015-05-09,Check,Withdrawal,83554,2026-04-17T08:27:31.745Z
A00557,T03260,2019-04-10,Unknown,Transfer,95996,2026-04-17T08:27:31.745Z
A00594,T02948,2014-12-09,Credit_Card,Purchase,27542,2026-04-17T08:27:31.745Z
A00599,T01298,2017-10-28,Debit_Card,Deposit,84926,2026-04-17T08:27:31.745Z
A00672,T03415,2022-07-27,Debit_Card,Purchase,29665,2026-04-17T08:27:31.745Z
A00693,T03892,2018-09-29,Unknown,Deposit,14855,2026-04-17T08:27:31.745Z
A00697,T03602,2018-12-14,Unknown,Deposit,59745,2026-04-17T08:27:31.745Z
A00730,T00717,2022-01-13,Credit_Card,Purchase,45620,2026-04-17T08:27:31.745Z
A00773,T04718,2020-02-18,Cash,Withdrawal,22546,2026-04-17T08:27:31.745Z
A00778,T03527,2018-08-16,Unknown,Transfer,71392,2026-04-17T08:27:31.745Z
A00806,T00259,2020-09-03,Debit_Card,Purchase,78619,2026-04-17T08:27:31.745Z
A00824,T04298,2019-08-15,Debit_Card,Transfer,87204,2026-04-17T08:27:31.745Z
A00835,T04691,2020-06-15,Check,Deposit,22460,2026-04-17T08:27:31.745Z
A00845,T02274,2022-10-26,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00855,T04309,1900-01-01,Check,Withdrawal,55367,2026-04-17T08:27:31.745Z
A00908,T03041,2023-01-23,Check,Deposit,45770,2026-04-17T08:27:31.745Z
A00944,T01341,2016-08-22,Check,Purchase,63808,2026-04-17T08:27:31.745Z
A00972,T04522,2023-01-01,Cash,Deposit,60810,2026-04-17T08:27:31.745Z
A00987,T02677,2022-10-15,Cash,Transfer,43194,2026-04-17T08:27:31.745Z
A00006,T04124,2023-07-13,Debit_Card,Deposit,40531,2026-04-17T08:27:31.745Z
A00073,T02193,1900-01-01,Check,Withdrawal,18114,2026-04-17T08:27:31.745Z
A00134,T03861,2021-08-26,Credit_Card,Transfer,53923,2026-04-17T08:27:31.745Z
A00330,T04270,2017-12-19,Credit_Card,Transfer,40096,2026-04-17T08:27:31.745Z
A00511,T03408,2018-10-31,Credit_Card,Unknown,74759,2026-04-17T08:27:31.745Z
A00671,T03822,2023-05-13,Cash,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00700,T03628,2019-03-28,Cash,Purchase,49713,2026-04-17T08:27:31.745Z
A00853,T04468,2016-01-21,Cash,Deposit,49713,2026-04-17T08:27:31.745Z
A00890,T01642,2021-05-13,Check,Deposit,66436,2026-04-17T08:27:31.745Z
A00945,T03718,2022-05-30,Cash,Deposit,73784,2026-04-17T08:27:31.745Z
A00951,T03937,2023-06-19,Credit_Card,Transfer,17436,2026-04-17T08:27:31.745Z
A00975,T03205,2021-07-31,Debit_Card,Transfer,33033,2026-04-17T08:27:31.745Z
A00976,T03232,2015-05-01,Debit_Card,Unknown,49713,2026-04-17T08:27:31.745Z
A00287,T01966,2019-12-21,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00293,T02905,2022-05-27,Debit_Card,Unknown,4824,2026-04-17T08:27:31.745Z
A00418,T03354,2015-07-03,Cash,Unknown,32691,2026-04-17T08:27:31.745Z
A00487,T01315,2017-12-30,Credit_Card,Withdrawal,43546,2026-04-17T08:27:31.745Z
A00533,T04022,2019-02-05,Debit_Card,Deposit,8392,2026-04-17T08:27:31.745Z
A00017,T04293,2017-05-07,Debit_Card,Purchase,2739,2026-04-17T08:27:31.745Z
A00024,T01693,2019-08-22,Credit_Card,Withdrawal,15798,2026-04-17T08:27:31.745Z
A00059,T02712,2023-06-14,Unknown,Deposit,81745,2026-04-17T08:27:31.745Z
A00062,T03903,2022-04-09,Debit_Card,Deposit,62804,2026-04-17T08:27:31.745Z
A00084,T03451,2020-11-03,Debit_Card,Purchase,60205,2026-04-17T08:27:31.745Z
A00094,T01070,2015-10-25,Credit_Card,Withdrawal,26968,2026-04-17T08:27:31.745Z
A00104,T02644,2020-02-08,Check,Deposit,75874,2026-04-17T08:27:31.745Z
A00141,T04317,2014-05-26,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00169,T02113,2019-10-01,Debit_Card,Purchase,91588,2026-04-17T08:27:31.745Z
A00181,T03968,2021-08-08,Credit_Card,Deposit,61086,2026-04-17T08:27:31.745Z
A00191,T04399,2014-02-11,Unknown,Withdrawal,85537,2026-04-17T08:27:31.745Z
A00192,T03610,2016-07-30,Debit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00200,T03166,2016-03-11,Cash,Purchase,63570,2026-04-17T08:27:31.745Z
A00203,T03542,2017-09-12,Cash,Transfer,61351,2026-04-17T08:27:31.745Z
A00299,T03947,2018-01-23,Check,Transfer,25728,2026-04-17T08:27:31.745Z
A00322,T04056,2022-03-03,Credit_Card,Withdrawal,60215,2026-04-17T08:27:31.745Z
A00331,T01478,2018-03-15,Debit_Card,Withdrawal,8532,2026-04-17T08:27:31.745Z
A00337,T03560,2014-02-18,Debit_Card,Unknown,75760,2026-04-17T08:27:31.745Z
A00351,T03421,2021-01-29,Check,Purchase,57154,2026-04-17T08:27:31.745Z
A00370,T04059,2020-11-07,Check,Deposit,40192,2026-04-17T08:27:31.745Z
A00407,T04099,2019-11-15,Check,Unknown,74032,2026-04-17T08:27:31.745Z
A00423,T03724,2017-01-03,Unknown,Withdrawal,34689,2026-04-17T08:27:31.745Z
A00426,T02853,2020-09-26,Cash,Purchase,5075,2026-04-17T08:27:31.745Z
A00427,T03098,2022-11-20,Unknown,Transfer,74087,2026-04-17T08:27:31.745Z
A00471,T04051,2023-04-18,Debit_Card,Purchase,95795,2026-04-17T08:27:31.745Z
A00500,T04119,2017-11-13,Credit_Card,Withdrawal,24887,2026-04-17T08:27:31.745Z
A00542,T02960,2016-04-04,Cash,Transfer,70858,2026-04-17T08:27:31.745Z
A00564,T03032,2017-10-20,Unknown,Purchase,46470,2026-04-17T08:27:31.745Z
A00588,T01085,2017-01-21,Credit_Card,Deposit,7804,2026-04-17T08:27:31.745Z
A00628,T03056,2015-10-07,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00631,T02437,2018-04-28,Debit_Card,Withdrawal,54829,2026-04-17T08:27:31.745Z
A00657,T02327,2021-01-26,Cash,Purchase,96911,2026-04-17T08:27:31.745Z
A00662,T04346,2022-02-12,Cash,Deposit,9454,2026-04-17T08:27:31.745Z
A00669,T02816,2021-10-14,Credit_Card,Purchase,9322,2026-04-17T08:27:31.745Z
A00676,T03736,2020-05-05,Check,Purchase,71526,2026-04-17T08:27:31.745Z
A00678,T02779,2016-11-16,Debit_Card,Withdrawal,39265,2026-04-17T08:27:31.745Z
A00717,T04546,2019-06-23,Check,Deposit,81817,2026-04-17T08:27:31.745Z
A00733,T04231,2022-03-21,Credit_Card,Deposit,36612,2026-04-17T08:27:31.745Z
A00758,T03785,2021-11-28,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00762,T03039,2017-01-17,Check,Deposit,22156,2026-04-17T08:27:31.745Z
A00766,T02720,2019-12-30,Debit_Card,Withdrawal,38291,2026-04-17T08:27:31.745Z
A00782,T04110,2021-02-15,Check,Purchase,30631,2026-04-17T08:27:31.745Z
A00800,T02495,2019-09-11,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00836,T01940,2020-10-01,Unknown,Transfer,13698,2026-04-17T08:27:31.745Z
A00857,T02577,2022-03-10,Cash,Transfer,43396,2026-04-17T08:27:31.745Z
A00018,T04480,2016-11-26,Credit_Card,Deposit,49164,2026-04-17T08:27:31.745Z
A00122,T03849,2016-07-25,Check,Transfer,60055,2026-04-17T08:27:31.745Z
A00476,T04556,2022-02-12,Cash,Withdrawal,2515,2026-04-17T08:27:31.745Z
A00561,T02415,2022-06-06,Cash,Purchase,44297,2026-04-17T08:27:31.745Z
A00569,T04097,2017-09-30,Check,Purchase,2291,2026-04-17T08:27:31.745Z
A00589,T01087,2015-08-31,Debit_Card,Transfer,85121,2026-04-17T08:27:31.745Z
A00622,T00661,2023-08-20,Debit_Card,Purchase,43360,2026-04-17T08:27:31.745Z
A00636,T03052,2020-04-30,Cash,Unknown,43992,2026-04-17T08:27:31.745Z
A00651,T03263,2017-09-15,Credit_Card,Withdrawal,32498,2026-04-17T08:27:31.745Z
A00884,T04301,2018-06-14,Credit_Card,Transfer,98025,2026-04-17T08:27:31.745Z
A00918,T02441,2018-11-28,Debit_Card,Unknown,6796,2026-04-17T08:27:31.745Z
A00138,T04827,2021-09-15,Credit_Card,Purchase,77485,2026-04-17T08:27:31.745Z
A00556,T00638,2022-05-29,Unknown,Transfer,49713,2026-04-17T08:27:31.745Z
A00798,T03400,2018-03-06,Credit_Card,Purchase,49713,2026-04-17T08:27:31.745Z
A00060,T03274,2020-12-07,Check,Purchase,13272,2026-04-17T08:27:31.745Z
A00064,T02545,2016-08-27,Credit_Card,Purchase,32057,2026-04-17T08:27:31.745Z
A00080,T04061,1900-01-01,Check,Purchase,27922,2026-04-17T08:27:31.745Z
A00127,T03490,2019-12-11,Check,Transfer,20467,2026-04-17T08:27:31.745Z
A00151,T04283,2015-01-05,Cash,Deposit,7689,2026-04-17T08:27:31.745Z
A00166,T04031,2018-11-10,Check,Deposit,39950,2026-04-17T08:27:31.745Z
A00210,T03480,2022-10-23,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00212,T02269,2023-08-12,Cash,Withdrawal,76030,2026-04-17T08:27:31.745Z
A00271,T03951,1900-01-01,Debit_Card,Deposit,26840,2026-04-17T08:27:31.745Z
A00273,T01364,2018-06-24,Credit_Card,Deposit,49713,2026-04-17T08:27:31.745Z
A00288,T04370,2020-04-02,Debit_Card,Transfer,66422,2026-04-17T08:27:31.745Z
A00302,T04351,2017-12-08,Unknown,Deposit,53188,2026-04-17T08:27:31.745Z
A00367,T03728,2019-05-16,Check,Withdrawal,62725,2026-04-17T08:27:31.745Z
A00378,T03781,2020-10-27,Cash,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00390,T02797,2021-10-28,Check,Purchase,82184,2026-04-17T08:27:31.745Z
A00442,T03741,2022-09-18,Debit_Card,Transfer,67796,2026-04-17T08:27:31.745Z
A00456,T02903,1900-01-01,Check,Transfer,28501,2026-04-17T08:27:31.745Z
A00492,T04636,2017-01-11,Cash,Transfer,15413,2026-04-17T08:27:31.745Z
A00499,T03324,2017-10-11,Cash,Deposit,9394,2026-04-17T08:27:31.745Z
A00528,T04457,2019-02-12,Unknown,Purchase,73064,2026-04-17T08:27:31.745Z
A00565,T03879,2022-10-17,Check,Unknown,39541,2026-04-17T08:27:31.745Z
A00583,T02054,2021-03-21,Check,Transfer,45560,2026-04-17T08:27:31.745Z
A00613,T03515,2020-12-01,Credit_Card,Purchase,99869,2026-04-17T08:27:31.745Z
A00623,T02945,2021-08-22,Check,Deposit,11040,2026-04-17T08:27:31.745Z
A00641,T03169,2017-11-23,Debit_Card,Deposit,78162,2026-04-17T08:27:31.745Z
A00647,T04913,2017-12-11,Unknown,Purchase,13029,2026-04-17T08:27:31.745Z
A00680,T03318,2020-12-05,Credit_Card,Withdrawal,5385,2026-04-17T08:27:31.745Z
A00689,T04286,2019-12-02,Credit_Card,Deposit,78815,2026-04-17T08:27:31.745Z
A00710,T04035,2023-07-13,Check,Withdrawal,75756,2026-04-17T08:27:31.745Z
A00738,T04348,2021-05-17,Debit_Card,Withdrawal,74902,2026-04-17T08:27:31.745Z
A00781,T01048,2021-03-27,Unknown,Transfer,4200,2026-04-17T08:27:31.745Z
A00784,T03917,2017-01-05,Check,Purchase,93989,2026-04-17T08:27:31.745Z
A00826,T03916,2022-07-22,Check,Transfer,12962,2026-04-17T08:27:31.745Z
A00860,T04179,2016-11-11,Unknown,Deposit,85915,2026-04-17T08:27:31.745Z
A00902,T01667,2021-01-09,Check,Transfer,1285,2026-04-17T08:27:31.745Z
A00919,T03543,2016-12-13,Unknown,Deposit,17515,2026-04-17T08:27:31.745Z
A00929,T03011,2023-06-28,Credit_Card,Purchase,72969,2026-04-17T08:27:31.745Z
A00948,T01225,2016-01-09,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00958,T01839,2019-09-06,Debit_Card,Deposit,92500,2026-04-17T08:27:31.745Z
A00105,T01221,2022-05-15,Debit_Card,Withdrawal,39735,2026-04-17T08:27:31.745Z
A00194,T02980,2022-05-11,Unknown,Withdrawal,25746,2026-04-17T08:27:31.745Z
A00213,T03778,2023-07-06,Cash,Transfer,89202,2026-04-17T08:27:31.745Z
A00238,T02375,2020-02-27,Debit_Card,Unknown,44965,2026-04-17T08:27:31.745Z
A00334,T02833,2022-01-18,Credit_Card,Withdrawal,234,2026-04-17T08:27:31.745Z
A00490,T03015,2023-03-26,Debit_Card,Deposit,51184,2026-04-17T08:27:31.745Z
A00495,T02981,2018-03-02,Credit_Card,Withdrawal,96373,2026-04-17T08:27:31.745Z
A00666,T04034,2019-10-19,Credit_Card,Withdrawal,4215,2026-04-17T08:27:31.745Z
A00675,T03078,2017-12-06,Unknown,Transfer,75632,2026-04-17T08:27:31.745Z
A00688,T03685,2018-02-15,Cash,Deposit,7692,2026-04-17T08:27:31.745Z
A00792,T01939,2021-12-02,Check,Deposit,4908,2026-04-17T08:27:31.745Z
A00848,T02954,1900-01-01,Credit_Card,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00892,T01109,2017-03-28,Cash,Transfer,49713,2026-04-17T08:27:31.745Z
A00925,T04470,2018-02-27,Check,Deposit,69468,2026-04-17T08:27:31.745Z
A00042,T03122,2018-08-01,Unknown,Purchase,65358,2026-04-17T08:27:31.745Z
A00316,T00798,2023-01-16,Credit_Card,Unknown,73132,2026-04-17T08:27:31.745Z
A00416,T00846,2023-01-20,Cash,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00793,T02997,2022-01-28,Check,Purchase,34674,2026-04-17T08:27:31.745Z
A00833,T02912,2015-04-06,Unknown,Purchase,49713,2026-04-17T08:27:31.745Z
A00859,T01015,2023-05-24,Cash,Withdrawal,44838,2026-04-17T08:27:31.745Z
A00052,T01923,2021-05-16,Unknown,Withdrawal,13476,2026-04-17T08:27:31.745Z
A00058,T04159,2021-07-16,Credit_Card,Unknown,6412,2026-04-17T08:27:31.745Z
A00086,T02351,2016-05-01,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00128,T04849,2020-03-10,Debit_Card,Deposit,73804,2026-04-17T08:27:31.745Z
A00180,T03303,2017-11-08,Credit_Card,Transfer,64277,2026-04-17T08:27:31.745Z
A00183,T04543,2017-09-28,Credit_Card,Transfer,3136,2026-04-17T08:27:31.745Z
A00185,T03990,2018-07-20,Cash,Withdrawal,49946,2026-04-17T08:27:31.745Z
A00190,T02370,2022-08-17,Cash,Deposit,34109,2026-04-17T08:27:31.745Z
A00319,T02665,2017-03-20,Check,Unknown,25541,2026-04-17T08:27:31.745Z
A00338,T03958,2022-05-31,Unknown,Withdrawal,17502,2026-04-17T08:27:31.745Z
A00343,T04303,2020-12-31,Cash,Purchase,77354,2026-04-17T08:27:31.745Z
A00394,T02347,2014-12-09,Unknown,Unknown,85829,2026-04-17T08:27:31.745Z
A00403,T04257,2018-01-26,Check,Transfer,6131,2026-04-17T08:27:31.745Z
A00404,T03928,2019-11-02,Credit_Card,Withdrawal,76555,2026-04-17T08:27:31.745Z
A00429,T03658,2022-07-11,Credit_Card,Withdrawal,36765,2026-04-17T08:27:31.745Z
A00432,T03944,1900-01-01,Credit_Card,Transfer,98564,2026-04-17T08:27:31.745Z
A00435,T01466,2018-02-26,Credit_Card,Transfer,87659,2026-04-17T08:27:31.745Z
A00478,T02165,2020-04-25,Cash,Transfer,89568,2026-04-17T08:27:31.745Z
A00513,T04174,2021-04-17,Cash,Transfer,94249,2026-04-17T08:27:31.745Z
A00567,T03135,2016-08-22,Credit_Card,Transfer,38316,2026-04-17T08:27:31.745Z
A00593,T03340,2019-12-13,Check,Deposit,42556,2026-04-17T08:27:31.745Z
A00601,T02310,2014-05-16,Unknown,Withdrawal,94040,2026-04-17T08:27:31.745Z
A00604,T02895,2017-02-21,Check,Deposit,26378,2026-04-17T08:27:31.745Z
A00614,T03653,2015-06-20,Check,Transfer,80470,2026-04-17T08:27:31.745Z
A00626,T03528,2018-07-13,Cash,Transfer,54937,2026-04-17T08:27:31.745Z
A00640,T01282,2017-08-13,Credit_Card,Transfer,17407,2026-04-17T08:27:31.745Z
A00643,T03871,2021-04-23,Check,Transfer,63287,2026-04-17T08:27:31.745Z
A00661,T04478,2019-08-24,Debit_Card,Deposit,46124,2026-04-17T08:27:31.745Z
A00728,T02764,2015-08-15,Credit_Card,Withdrawal,82221,2026-04-17T08:27:31.745Z
A00735,T04244,2015-05-14,Credit_Card,Transfer,49713,2026-04-17T08:27:31.745Z
A00747,T04373,1900-01-01,Cash,Deposit,69690,2026-04-17T08:27:31.745Z
A00753,T02146,2017-07-01,Check,Purchase,49713,2026-04-17T08:27:31.745Z
A00757,T04256,2023-04-08,Cash,Unknown,64268,2026-04-17T08:27:31.745Z
A00777,T03022,2022-01-06,Debit_Card,Purchase,79692,2026-04-17T08:27:31.745Z
A00799,T03363,2020-11-26,Cash,Withdrawal,39384,2026-04-17T08:27:31.745Z
A00818,T02600,2020-09-11,Credit_Card,Purchase,56353,2026-04-17T08:27:31.745Z
A00829,T03661,2015-01-06,Credit_Card,Purchase,13867,2026-04-17T08:27:31.745Z
A00873,T02364,2020-05-15,Debit_Card,Unknown,8560,2026-04-17T08:27:31.745Z
A00907,T03330,2022-06-30,Check,Withdrawal,22400,2026-04-17T08:27:31.745Z
A00966,T02656,2020-01-07,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00981,T01198,2021-02-16,Credit_Card,Transfer,89204,2026-04-17T08:27:31.745Z
A00990,T03558,2018-11-22,Debit_Card,Transfer,87838,2026-04-17T08:27:31.745Z
A00991,T04680,2020-12-05,Credit_Card,Withdrawal,51880,2026-04-17T08:27:31.745Z
A00996,T00983,2020-11-01,Check,Deposit,43672,2026-04-17T08:27:31.745Z
A00083,T04042,1900-01-01,Debit_Card,Withdrawal,17900,2026-04-17T08:27:31.745Z
A00323,T04026,2015-08-02,Cash,Purchase,80767,2026-04-17T08:27:31.745Z
A00402,T01252,2017-02-16,Credit_Card,Unknown,95186,2026-04-17T08:27:31.745Z
A00428,T00781,2020-07-01,Unknown,Deposit,12939,2026-04-17T08:27:31.745Z
A00458,T03555,2017-01-18,Cash,Withdrawal,69469,2026-04-17T08:27:31.745Z
A00596,T03966,2015-11-14,Credit_Card,Purchase,29686,2026-04-17T08:27:31.745Z
A00602,T04289,2018-09-28,Cash,Deposit,59459,2026-04-17T08:27:31.745Z
A00615,T01323,2021-02-11,Credit_Card,Withdrawal,76746,2026-04-17T08:27:31.745Z
A00786,T02688,2019-05-17,Credit_Card,Withdrawal,75,2026-04-17T08:27:31.745Z
A00825,T01618,2023-06-18,Check,Deposit,83109,2026-04-17T08:27:31.745Z
A00393,T03874,2022-12-07,Debit_Card,Purchase,89807,2026-04-17T08:27:31.745Z
A00707,T04352,2017-09-07,Credit_Card,Deposit,28778,2026-04-17T08:27:31.745Z
A00865,T01449,2020-03-26,Cash,Withdrawal,38021,2026-04-17T08:27:31.745Z
A00021,T04459,2021-06-21,Debit_Card,Withdrawal,51776,2026-04-17T08:27:31.745Z
A00039,T03584,2017-07-16,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
A00049,T03221,2018-04-07,Check,Deposit,11403,2026-04-17T08:27:31.745Z
A00050,T02762,2020-03-19,Credit_Card,Deposit,64780,2026-04-17T08:27:31.745Z
A00082,T02349,2023-06-26,Check,Withdrawal,49713,2026-04-17T08:27:31.745Z
